사건명,승패자,결과,요약된 내용
교통사고처리특례법위반,상고인,패소,"['【피고인】 【상고인】   검사【변호인】   변호사  김성길【원심판결】 전주지방법원 1985.11.23 선고 84노420 판결【주문】  상고를 기각한다', '【이유】  검사의 상고이유를 판단한다', '그러므로 상고를 기각하기로 관여법관의 의견이 일치되어 주문과 같이 판결한다']"
"절도,교통사고처리특례법위반,도로교통법위반",상고인,패소,"['1.         도로교통법 제68조 제1항,         제2항 제2호는 원동기장치 자전거를 운전하고자 하는 자는 시·도지사의 운전면허를 받아야 한다고 규정하고 있는 바이므로 운전면허를 받음이 없이 90씨씨 오토바이를 운전한 피고인의 판시 소위를         도로교통법 제111조 제2호,         제40조 위반으로 다스린 원심조치는 정당하여 아무런 위법이 없고 시·도지사의 원동기장치 자전거운전면허를 경찰서장의 원동기취급허가 장에 지나지 아니한다는 취지의 소론논지는 독자적 견해에 불과하여 채용할 것이 되지 못한다', '3. 원심에 의하여 피고인에게 징역 단기 6월, 장기 8월과 벌금 100,000원이 선고된 이 사건에 있어서 형의 양정이 너무 무거워 부당하다는 것은 적법한 상고이유로 삼을 수 없는 것임이         형사소송법 제383조의 규정에 비추어 명백하므로 논지는 이유가 없다', '4. 따라서 상고논지는 모두 이유가 없으므로 상고를 기각하고, 상고 이후의 미결구금일수 일부를 징역형에 산입하기로 관여법관의 의견이 일치하여 주문과 같이 판결한다']"
교통사고처리특례법위반,상고인,패소,"['원심이 확정한 사실과 기록에 의하면, 피고인은 1984.9.28 서울지방법원 동부지원에서         도로교통법(1984.8.4. 법률 제3744호로 개정되기 전) 제74조 위반의 죄로 벌금 500,000원의 약식명령을 고지받아 같은해 10.14 그 약식명령이 확정된바 있고, 그 공소범죄사실은 피고인이 1984.4.9.03:40경 화물자동차를 운전하고 서울 성동구 구의동 234 앞길을 지나다가 진행방향을 잘 살피지 아니한 업무상과실로 진행방향 좌측에서 우측으로 직진하는 피해자 김종우 운전의 택시를 받아 손괴하였다는 내용이었는데 이 사건 공소는 피고인이 동일한 교통사고로 그 택시에 타고 있던 승객들에게 상해를 입힌 사실에 관하여 제기된 것임이 명백하다', '그렇다면 약식명령이 확정된 피고인의         도로교통법 제74조 위반죄와 이 사건으로 공소제기된 죄는 모두 피고인의 동일한 업무상과실로 발생한 수개의 결과로서         형법 제40조 소정의 상상적 경합관계에 있다 할 것이고(        당원 1977.9.28. 선고 77도2203 판결 참조), 이미 확정된 약식명령의 효력은 이 사건 공소사실에 미친다 할 것이므로 원심이 같은 이유로 이 사건 공소사실은 확정판결이 있는 때에 해당한다고 판단하여 면소의 판결을 하였음은 정당하고, 이 사건 공소사실을 확정된 약식명령의 범죄사실과 함께 소추하지 못한 이유가 논지가 주장하는 바와 같이 그 당시로서는 피고인이 정지신호를 위반하여 자동차를 운전한 여부가 판명되지 않아         교통사고처리특례법 제3조 제2항 본문의 적용을 받았기 때문이었다하여 달리 해석할 바 못된다', '결국 원심판결에 상상적 경합범이나 확정판결의 효력에 관한 법리오해가 있다는 논지는 독자적 견해에 불과하므로 상고를 기각하기로 관여법관의 의견이 일치되어 주문과 같이 판결한다']"
교통사고처리특례법위반,상고인,승소,"['그러나 기록에 의하면, 검찰 및 경찰에서 피고인이 중앙선을 침범하여 운행한 과실로 인하여 이건 충돌사고가 발생한 것이라고 단정한 이유는 트럭진행 노선상에 형성되어 있는 반달모양의 흔적(경찰에서 실황조사시 촬영된 사진 7의 (1)표시 사진 8 수사기록제16정)이 있고 이는 피고인 뻐스가 중앙선을 침범하여 트럭차선상에서 충돌하여 생긴 것으로 판단하였기 때문인바, 원심이 피고인에 대한 유죄증거로써 채택한 한 상록의 교통사고원인 분석소견서에서도 경찰이 충돌로 트럭의 좌우전륜 타이아가 좌로 돌아가면서 지면에 흔적을 남겼다고 되어 있으나 그런 흔적상태를 사진상으로는 찾아보기 어렵다고 기재되어 있고 원심에서도 이점을 유죄의 증거로 원용하지 아니하였다', '반면 사법경찰리작성의 실황조사서나 제1심법원의 검증조서의 기재에 의하여 인정되는 피고인 뻐스차량의 진행노선에 생긴 아스팔트가 패인 흔적(수사기록 제19정의 사진 13의(2)표시-원심은 이점을 피고인에 대한 유죄증거로 원용하였으나 위 한 상록은 교통사고원인 분석소견서에서 위 뻐스와 위 트럭이 충돌한 상태에서 생긴 흔적의 개연성이나 타당성이 있다고는 보기 어렵다고 판단하고 있다) 트럭의 최종정차 위치(수사기록 제15정의 사진 5,6, 제16정의사진 7)충돌후 뻐스 좌측앞바퀴에 위하여 뻐스차선상에 생긴 바퀴흔적, 뻐스와 트럭의 각 손괴부위 및 정도 그리고 뻐스 운전석 뒷좌석 통로쪽에 탔던 최인섭의 제1심법정이나 검찰에서의 진술같은 차량의 안내석에 탔던 독일인 자보로프스키 작성의 진술서의 기재를 종합하면 원심이 인정한 바와 같이 피고인이 중앙선을 침범운행한 상태에서 이건 사고를 야기한 것이 아니라 오히려 피고인이 이건 뻐스를 운전하여 자기차선상을 운행중 반대방향에서 진행하여 오던 위 트럭이 전방에서 갑자기 중앙선을 침범하여 피고인이 이를 피하고자 우측으로 방향조정을 함과 동시에 급정차조치를 취하였으나 미치지 못하여 이건 사고가 발생한 사실을 인정할 수 있을 것임에도 불구하고 원심은 위 한 상록의 소견서 기재내용의 결론만을 무비판적으로 믿는 나머지 위 증거들과의 비교 검토를 하지 아니하였을 뿐만 아니라 사법경찰리의 불완전한 현장검증에 관한 보완심리도 없이 막연하게 피고인이 중앙선을 침범한 과실로 본건사고를 발생케 하였다고 단정하였음은 채증법칙위배로 인한 사실오인과 심리미진의 위법이 있다 아니할 수 없으므로 이점을 탓하는 논지는 이유 있다', '그러므로 원심판결을 파기하고, 다시 심리판단케 하기 위하여 사건을 청주지방법원 합의부에 환송키로 하여 관여법관의 일치된 의견으로 주문과 같이 판결한다']"
교통사고처리특례법 위반,상고인,패소,"['원심판결이유에 의하면, 원심은 거시증거에 의하여 이 사건 사고발생의 경위를 다음과 같이 인정하고 있다', '원심이 위와 같은 취지에서 피고인에게 과실책임을 물을 수 없다하여 무죄를 선고한 조치는 정당하고 거기에 소론의 위법은 없다', '그러므로 상고를 기각하기로 관여법관의 의견이 일치되어 주문과 같이 판결한다']"
"교통사고처리특례법위반,도로교통법위반",상고인,승소,"['1. 이 사건 사고당시 시행중이던         도로교통법 제24조 제2항은 ""긴급자동차는 이 법 또는 이 법에 의한 명령의 규정에 의하여 정지하여야 할 경우에도 불구하고 정지하지 아니할 수 있다""고 규정하고 있고         같은법시행령 제2조는 긴급자동차의 정의를 정하고 특히 그         제2항은         제1항에서 규정하는 자동차 이외에 경비용 긴급자동차에 유도되고 있는 자동차, 국군 및 유엔군용의 긴급자동차에 유도되고 있는 국군 및 유엔군의 자동차 및 생명이 위급한 상병인을 운반중인 자동차는 긴급자동차로 간주한다고 규정하고 있는바, 이는 긴급자동차에 대한 정지의무규정의 적용배제를 규정함에 그칠 뿐 도로교통법상 특히 그 적용의 배제규정이 있는 경우를 제외하고는 도로교통법 제3장이 정하는 차량통행방법에 관한 모든 규정의 적용까지를 배제하는 것이 아님은 당연한 법리이다', '3. 그러나 위에서 판시한 바와 같이 위        도로교통법 제24조 제2항의 취의는 단순히 긴급자동차는 이 법 또는 이 법에 의한 명령의 규정에 의하여 정지하여야 할 경우에도 불구하고 정지하지 않을 수 있다는 것을 규정할 뿐 도로교통법이 정하는 일체의 의무규정의 적용을 배제하는 것이 아님은 물론 진행방향에 사람 또는 차량이 통행하고 있음에도 불구하고 정지하지 아니하고 계속 전진할 수 있다는 규정이 아님은 말할 나위도 없고         따라서 위와 같은 규정에 불구하고 진행방향에 교차운행하거나 보행하고 있는 차량 또는 사람이 있다면 당연히 정지하여야 한다고 할 것이다', '4. 그러므로 원심으로서는 피고인이 운전하는 차량이 위 교차로에 이르렀을 때 위 피해차량의 위치등 당시의 교차로의 상황등을 심리하여 정지의 필요성 유무등을 판단하였어야 할 것임에도 불구하고 이에 이르지 아니하고 막연히 위 도로교통법의 규정을 들어 피고인에게 정지의무가 없고 따라서 신호위반등의 잘못이 없다고 판시한 조치는 필경         도로교통법 제24조 제2항 등의 법리를 오해하였다는 비난을 면치 못할 것이므로 이를 비의하는 상고논지는 그 이유가 있다']"
교통사고처리특례법위반,상고인,패소,"['【피고인】 【상고인】   검사【원심판결】 서울형사지방법원 1985.5.21. 선고 85노649 판결【주문】  상고를 기각한다', '【이유】  검사의 상고이유를 본다', '피해자의 명시한 의사에 반하여 공소를 제기할 수 없다는         교통사고처리특례법 제3조 제2항 본문의 처벌특례에 대한 예외규정인           같은항 제2호(1984.8.4 법률 제3744호로 개정되기 전)에서           도로교통법 제11조의 2 제2항의 규정에 의하여 차선이 설치된 도로의 중앙선을 침범하였을 때라 함은 그 입법취지에 비추어 교통사고의 발생지점이 중앙선을 넘어선 모든 경우를 말하는 것이 아니라, 중앙선을 침범하여 계속적인 침범운행을 한 행위로 인하여 교통사고를 발생케 하였거나, 계속적인 침범운행은 없었다 하더라도 부득이한 사유가 없는데도 중앙선을 침범하여 교통사고를 발생케 한 경우를 뜻하는 것이라고 풀이함이 상당하므로 운행당시의 객관적인 여건이 장애물을 피행하여야 되는 등 긴박하여 부득이 중앙선을 침범할 수 밖에 없었다면 그로 인하여 중앙선을 넘어선 지점에서 교통사고를 일으켰다 하더라도 위 처벌특례의 예외규정에 해당하지 아니한다         할 것이다']"
교통사고처리특례법위반,상고인,승소,"['【피고인】 【상고인】   피고인【원심판결】 부산지방법원 1984.6.7. 선고 84노380 판결【주문】  원심판결을 파기하고, 사건을 부산지방법원 합의부에 환송한다', '뿐만 아니라 피고인 에게 위와 같은 보행자를 예상하여 자동차의 속력을 낮추거나 정지하지 못한데 잘못이 있다고 하기 위하여는 피해자를 발견한 지점에서 속도를 낮추었거나 앞에 뛰어드는 피해자를 보고 정지조치를 취했더라면 충돌사고를 방지할 수 있었다고 인정되는 경우이어야 할 것인바, 원심이 확정한 바와 같이 위 뻐스는 제한속도 범위내인 초속 약 11.11m(40,000m/3,600초)의 속도로 선행시내뻐스의 뒤를 약 8m 정도의 안전거리를 유지하면서 주행하고 있었던 피고인으로서는 피해자를 발견한 10m의 거리 또는 돌출해온 2 내지 3m의 거리를 두고 서행, 정지조치를 취하였더라도 피해자가 제동거리 밖에 있는 경우라면 몰라도 그 제동거리 안에 있었다면 위와 같은 상황하에서 충돌사고는 불가피한 것이라고 하지 않을 수 없으니 그것이 제동거리 안에 있었던 여부를 심리하지 않고서는 과실의 유무를 가릴 수 없을 것임에도 그 부분에 대하여 심리도 하지 아니한 채 막연히 10m 전방에서 피해자를 발견하고 그 동태를 잘 살피면서 속력을 줄이지 아니하였음을 과실이라 하여 피고인에게 업무상과실의 책임을 인정한 원심의 조치는 필경 자동차 운행자의 주의의무에 대한 법리를 오해하였거나 심리를 다하지 아니한 채 증거없이 사실을 인정한 위법이 있다 할 것이고 이는 판결의 결과에 영향을 미쳤다 할 것이니 이 점을 탓하는 논지는 이유있다', '그러므로 원심판결을 파기하여 사건을 부산지방법원 합의부에 환송하기로 관여 법관의 의견이 일치되어 주문과 같이 판결한다']"
교통사고처리특례법위반,상고인,패소,"['상고논지는, 이 사건 사고지점이 추월금지구역이라 하더라도 피고인은 앞서 가던 버스가 진행로를 막고 정차해 있어 이를 추월하기 위하여 중앙선을 침범하였던 것이므로 피고인의 소위는         교통사고처리특례법(84.8.4 개정전) 제3조 제2항 단서 제2호 소정의         도로교통법 제11조의 2 제2항의 규정에 위반하여 차선이 설치된 도로의 중앙선을 침범한 때에 해당하지 아니한다는 취지이다', '따라서 피고인의 소위는         교통사고처리특례법 제3조 제2항 단서 제2호 소정의 「        도로교통법 제11조의 2 제2항의 규정에 위반하여 차선이 설치된 도로의 중앙선을 침범한 경우」에 해당한다고 본 원심 및 제1심판결은 정당하고 거기에 소론과 같은 법리오해나 심리미진의 위법이 있다고 볼 수 없으므로 논지 이유없다', '그러므로 상고를 기각하기로 관여 법관의 의견이 일치되어 주문과 같이 판결한다']"
교통사고처리특례법위반,상고인,패소,"['【피고인】 【상고인】   검사【원심판결】 대구지방법원 1985.2.4. 선고 84노750 판결【주문】  상고를 기각한다', '【이유】  검사의 상고이유를 본다', '따라서 상고를 기각하기로 관여 법관의 의견이 일치되어 주문과 같이 판결한다']"
교통사고처리특례법위반피고사건,항소인,승소,"['【이유】  피고인의 항소이유의 요지 첫째점은 이 사건은 피고인이 직진신호에 의하여 교차로를 통행하던중 붉은 신호등이 켜진 횡단보도를 뛰어 건너는 피해자를 미쳐 피하지 못하여 발생하였으므로 횡단보도 사고가 아니고 또 불가항력으로 발생한 사고임에도 불구하고 원심이 피고인을 유죄로 인정하였으니 원심판결에는 사실인정을 그릇 쳤거나 과실범 및 교통사고처리특례법위반죄에 대한 법리오해로 판결에 영향을 미친 위법이 있다는 것이고, 둘째 원심의 양형이 너무 무거워서 부당하다는 것이다', '원심판결에 의하면 원심은 이 사건 공소사실에 대하여 교통사고 처리특례법위반죄로 처벌하고 잇다, 그런데 검사의 공소장 기재를 보면 이 사건에 대하여         교통사고처리특례법 제3조 제2항 제6호,         제1항,         형법 제268조를 적용하여 기소하고 있는바, 교통사고처리 특례법에 의하면 교통사고 피해자가 상해만 입은 경우에는 피해자의 명시한 의사에 반하여 처벌할 수 없고, 사고 차량이 자동차종합보험이나 공제조합에 가입된 경우에는 피해자와 합의된 것으로 보아 공소를 제기할 수 없게끔 되어 있으나 그와 같은 경우에도         도로교통법 제48조 제3호의 규정에 의한 횡단보도에서의 보행자 보호의무를 위반하여 상해를 입힌 경우에는 피해자의 처벌 불원의사나 그와 동시되는 보험, 공제조합, 가입여부를 불문하고 처벌하도록 되어 있으므로, 과연 피고인이 횡단보도에서 보행자 보호의무를 위배하여 이 사건 교통사고처리특례법위반죄를 범하였는지 여부에 관하여 살펴본다', '그렇다면 이 사건 사고가 교통사고에 의한 상해사건임이 공소사실 자체에 뚜렷하고 기록에 편철된 전국택시운송사업조합연합회 공제조합 가입사실 증명원의 기재에 의하면 사고 당시 사고차량인 대구 4파2902호 영업용 텍시는 대인 공제조합에 가입된 사실을 인정할 수 있으므로 이 사건 사고에 대하여는         교통사고처리특례법 제4조 제1항 본문의 규정에 따라 공소를 제기할 수 없다 할 것인데도 검사는 이를 간과하여         교통사고처리특례법 제3조 제2항 제6호,         제1항,         형법 제268조를 적용하여 공소를 제기하였으니 이는 공소제기절차가 법률의 규정에 위반하여 무효인 때에 해당하므로 이에 대하여는 공소기각을 하였어야 함에도 이를 유죄로 인정한 원심은 공소제기의 절차에 관한 법리를 오해함으로써 판결에 영향을 미친 위법이 있다 할 것이다']"
교통사고처리특례법위반,상고인,패소,"['【피고인】 【상고인】   검사【원심판결】 대구지방법원 1984.12.21. 선고 84노599 판결【주문】  상고를 기각한다', '【이유】  검사의 상고이유를 본다', '그러므로 상고를 기각하기로 관여 법관의 의견이 일치되어 주문과 같이 판결한다']"
교통사고처리특례법위반ㆍ도로교통법위반,상고인,패소,"['【피고인】 【상고인】   검사【원심판결】 서울형사지방법원 1984.11.15. 선고 84노4508 판결【주문】  상고를 기각한다', '2. 그런데         위           도로운송차량법시행규칙 제2조의 별표 1에 규정한 자동차의 종별내용을 살펴보아도 피고인이 운전하였다는 경운기는 그 자동차의 종별중에 포함되어 있지 아니하므로 원심이 유지한 제1심판결이 피고인이 운전한 경운기는           농업기계화촉진법 제2조 소정의 농업 기계의 일종일 뿐,           위 시행규칙 제2조의 별표 1에 기재된 자동차에 해당않는다         하여 피고인의 소위가         도로교통법 제38조,         제39조 제1항 위반이 될 수 없다고 판단하였음은 정당하고 거기에 소론과 같은 법리오해가 있다 할 수 없다', '3. 그러므로 논지 이유없다 하여 상고를 기각하기로 관여 법관의 의견이 일치되어 주문과 같이 판결한다']"
교통사고처리특례법위반·도로교통법위반,상고인,패소,"['이와 같은 취지에서 한 원심의 판단은 정당하고 거기에 소론과 같은 법리오해나 채증상의 위법이 있다고 할 수 없다', '2. 그리고         교통사고처리특례법 제3조 제2항 제2호에 중앙선을 침범한 때라 함은 차량의 운전자가 고의나 과실에 의하여 도로중앙선을 침범한 때를 말하는 것이지 본건과 같이 피고인이 갑자기 진입하는 앞차와의 충돌을 피하기 위한 긴급조치로 도로중앙선을 넘어선 경우에는 이에 해당되지 아니한다        고 할 것이므로(        당원 1984.3.27. 선고 84도193 판결 ;         1985.6.11. 선고 84도2923 판결 각 참조)같은 취지로 한 원심의 판단은 또한 정당하다고 시인되며 거기에 소론과 같은 법리오해가 있다고도 할 수 없다', '그러므로 소론은 모두 이유 없어 상고를 기각하기로 관여법관의 의견이 일치되어 주문과 같이 판결한다']"
교통사고처리특례법위반,상고인,승소,"['2. 기록 제14면(제1심 제1회 공판전)에 있는 진술서에 의하면 1983.10.16.20:15경 본건 버스와 오토바이가 충돌할 당시 자기가 운전하던 충남 7나5415호 트럭을 부흥상회앞 도로 우측 노견에 정차한 사실이 있다고 하는 조용도 명의로 된 기재가 있을 뿐 아니라 피고인도 제1심 제1회 공판시에 도로 우측에 충남 7나5415호 화물자동차가 정차하여 있어 우측으로는 피할 수 없는 상태였다고 진술하고 있음이 뚜렷한 바이니(기록 제19면 참조) 항소심에 이르러 처음으로 도로우측 피행이 불가능하였다고 주장하였다하여 그 주장 및 조용도의 증언을 배척한 원심의 조치는 그 이유에 수긍이 가지 아니한다', '그리고 원심인정과 같이         피고인이 위 버스를 시속 40킬로미터로 운전하면서 약 15미터 전방에서 상대방 오-토바이가 중앙선을 넘어오는 것을 발견하였다면 경음기를 울렸다하여 시속 6,70킬로미터의 속력(제1심 피고인 진술, 기록 제19면)으로 달려오는 피해자에게 경각심을 일깨워 줄 수 있었는가도 심히 의심스럽다고 아니할 수 없다', '그럼에도 불구하고 원심이 본건 사고지점의 도로 우측 노견에 장애물인 화물자동차의 주차사실을 고려치 않고 한 감정인 한상록의 감정결과에만 치중하여 피고인의 운전과실을 단정하였음에는 당시의 현장상황에 관한 심리를 다하지 아니하고 또 그 증거취사에 있어 채증법칙에 위배한 위법을 범하였다고 아니할 수 없으니 이 점을 논난하는 소론은 이유있다']"
교통사고처리특례법위반,상고인,승소,"['1.  제1점에 관하여,교통사고처리특례법 제5조 제1항 소정의 허위작성죄의 처벌대상인 서면이란 교통사고의 경우 보험업법에 의한 보험사업자 또는 육운진흥법에 의한 공제사업자가 인가된 보험약관 또는 승인된 공제약관에 의하여 피보험자 또는 공제조합원과 피해자간의 손해배상에 관한 합의여부에 불구하고 피보험자 또는 공제조합원에 갈음하여 피해자의 치료비에 관하여는 통상비용의 전액을, 기타 손해에 관하여는 위 약관에서 정한 지급기준금액을 대통령령이 정하는 바에 의하여 우선 지급하되 종국적으로는 확정판결 기타 이에 준하는 채무명의상 피보험자 또는 공제조합원의 교통사고로 인한 손해배상금 전액을 전보하는 보험 또는 공제에 가입된 사실을 증명하는 서면으로서 보험사업자 또는 공제사업자가 그 취지를 기재한 것을 말한다', '그렇다면 원심판결이 위 보험료 영수증을 허위작성하는 행위를         위법 제5조 제1항이 정하는         같은법 제4조 제3항의 서면의 허위작성죄에 해당한다하여 피고인을 유죄로 처벌하였음은 위법조 소정의 보험가입사실증명서의 법리를 오해하였거나 증거없이 사실을 그릇 인정하여 판결에 영향을 미친 위법을 범하여 판결의 결과에 영향을 미친 위법이 있다 할 것이므로 다른 상고이유를 판단할 필요도 없이 원심판결은 파기를 면할 수 없다', '2. 따라서 원심판결을 파기하고, 사건을 원심법원에 환송하기로 관여법관의 일치된 의견으로 주문과 같이 판결한다']"
교통사고처리특례법위반·도로교통법위반,상고인,패소,"['【피고인】 【상고인】   검사【변호인】   변호사  한만수【원심판결】 마산지방법원 1985.2.22. 선고 84노994 판결【주문】  상고를 기각한다', '【이유】  검사의 상고이유를 판단한다', '그러므로 상고를 기각하기로 하여 관여법관의 일치된 의견으로 주문과 같이 판결한다']"
교통사고처리특례법위반,상고인,패소,"['【이유】  상고이유를 판단한다', '결국 원심판결에는 채증법칙을 위배하여 사실을 오인하거나 교통사고처리특례법에 관한 법리를 오해한 위법이 있다고 할 수 없은즉 , 상고이유는 모두 그 이유없다고 하지 않을 수 없다', '이에 상고를 기각하기로 관여법관의 의견이 일치되어 주문과 같이 판결한다']"
교통사고처리특례법위반등피고사건,상고인,승소,"['【피고인】 【항소인】 피고인【제1심】 대구지방법원 김천지원(85고단66 판결)【주문】원심판결을 파기한다', '피고인은 무죄【이유】피고인 및 변호인의 항소이유의 요지 첫째점은 이 사건 사고는 불가항력적인 사고로서 피고인이 이 사건 사고에 있어 업무상 주의의무를 게을리한 일이 없는데도 원심이 피고인을 유죄로 인정하였으니 원심판결에는 사실을 그릇 인정하였거나 아니면 업무상 주의의무에 관한 법리를 오해함으로써 판결에 영향을 미친 위법이 있다는 것이고, 둘째점은 원심이 피고인에 대하여 선고한 형의 양정이 너무 무거워서 부당하다는 것이다', '따라서 양형부당 주장에 관한 판단을 생략한 채         형사소송법 제364조 제6항에 의하여 원심판결을 파기하고 변론을 거쳐 다시 다음과 같이 판결한다']"
교통사고처리특례법위반,상고인,패소,"['교통사고처리특례법 제3조 제2항 단서 제2호에 의하면 차의교통으로 업무상과실치상죄 또는 중과실치상죄와           도로교통법 제108조의 죄를 범한 운전자에 대하여는 피해자의 명시한 의사에 반하여 공소를 제기할 수 없으나 다만           도로교통법 제13조 제2항의 규정에 위반하여 차선이 설치된 도로의 중앙선을 침범한 경우에는 그러하지 아니한다고 규정하고 있는바, 위 규정에서 중앙선을 침범한 경우라 함은 사고차량의 중앙선침범행위가 교통사고 발생의 직접적 원인이 된 경우를 말하고 교통사고 발생장소가 중앙선을 넘어선 지점에 있는 모든 경우를 가리키는 것은 아니라고 할 것이다', '제1심판결이 적법히 확정한 사실에 의하면, 피고인은 2.5톤 타이탄화물자동차 운전수로서 위 차를 운전하여 영주시에서 경북 풍기읍 방면으로 시속 약 70킬로미터로 진행하던중 이 사건 사고지점에 이르러         갑자기 폭우가 내리자 적재함에 실은 연탄에 덮개를 씌우려고 급브레이크를 밟은 과실로 위 자동차를 미끄러지게 하여 중앙선을 넘어 도로좌측 언덕 아래에 굴러떨어져 전복되게 함으로써 그 충격으로 그차 운전석 옆좌석에 탔던 피해자 강봉원으로 하여금 전치 8주를 요하는 제12흉추압박골절상을 입게 하였다는 것이므로, 피고인의 중앙선 침범행위가 이 사건 사고발생의 직접적 원인이 되었다고는 할 수 없으니 사고장소가 중앙선을 넘어선 지점이라는 이유만으로           교통사고처리특례법 제3조 제2항 단서 제2호를 적용할 수는 없다        고 할 것이다', '그러므로 비약적 상고를 기각하기로 하여 관여 법관의 일치된 의견으로 주문과 같이 판결한다']"
교통사고처리특례법위반,상고인,패소,"['【이유】  상고이유를 판단한다', '차선이 설치된 도로를 운행하던 차량이 중앙선을 침범하지 아니하고 차선대로 운행을 계속하게 되면 많은 인명피해를 가져올 교통사고가 발생될 것이 예견되는 경우 그 운전자가 그 교통사고를 피하기 위하여 반대차선에 차량의 통행이 없는 틈을 이용하여 중앙선을 침범하여 운행한 경우는           구 교통사고처리특례법(1981.12.31 법률 제3490호) 제3조 제2항 단서 제2호 전단의""도로교통법 제11조의2 제2항의 규정에 위반하여 차선이 설치된 도로의 중앙선을 침범"" 하는 경우에 해당하지 아니한다        고 함이 상당할 것이다', '따라서 상고를 기각하기로 하여 관여 법관의 일치된 의견으로 주문과 같이 판결한다']"
교통사고처리특례법위반,상고인,패소,"['【피고인】 【상고인】   검사【원심판결】 수원지방법원 1984.11.9. 선고 84노909 판결【주문】  상고를 기각한다', '【이유】  검사의 상고이유를 판단한다', '그러므로 상고를 기각하기로 관여 법관의 의견이 일치되어 주문과 같이 판결한다']"
교통사고처리특례법위반·도로교통법위반,상고인,패소,"['【피고인】 【상고인】   검사【변호인】   변호사  김창헌【원심판결】 광주지방법원 1984.11.22. 선고 84노539 판결【주문】  상고를 기각한다', '【이유】  검사의 상고이유를 본다', '그러므로 상고를 기각하기로 하여 관여 법관의 일치된 의견으로 주문과 같이 판결한다']"
교통사고처리특례법위반,상고인,패소,"['【피고인】 【상고인】   검사【원판결】 제주지방법원 1984.10.19. 선고 84노181 판결【주문】  상고를 기각한다', '교통사고처리특례법 제3조 제2항이 정하는 피해자의 명시한 의사에 반하여 공소를 제기할 수 없는 처벌특례의 예외규정인           위 같은항 제2호 전단의           도로교통법 제11조의 2 제2항의 규정에 위반하여 차선이 설치된 도로의 중앙선을 침범하였을 때라 함은 위 특례법의 입법취지에 비추어 고의로 중앙선을 침범하여 차량을 운전하는 경우를 말하는 것이고 장애물을 피행하기 위하여 부득이 중앙선을 침범하였을 때나 사고장소가 중앙선을 넘어선 지점인 모든경우까지를 포함하는 것이 아니라고 풀이함이 상당하다        고 할 것이다', '그러므로 상고를 기각하기로 관여 법관의 의견이 일치하여 주문과 같이 판결한다']"
교통사고처리특례법위반,상고인,패소,"['【피고인】 【상고인】   검사【원심판결】 부산지방법원 1983.11.29. 선고 83노1201 판결【주문】  상고를 기각한다', '【이유】  검사의 상고이유를 판단한다', '그러므로 상고를 기각하기로 관여 법관의 의견이 일치되어 주문과 같이 판결한다']"
교통사고처리특례법위반,상고인,패소,"['도로교통법상의 안전표지의 종류, 제식, 표시하는 뜻, 설치기준 및 설치장소의 내용을 규정하고 있는         같은법 시행규칙 제3조 제2항의 별표1에 의하면 일련번호 224번의 일시정지 표지는 자동차가 일시정지 하여야 할 장소임을 지정하는 것을 표시하는 뜻으로 자동차가 일시정지 하여야 하는 교차로 기타 필요한 지점의 우측에 설치한다고 되어 있고, 같은 614번의 일시정지 표시는 자동차가 일시정지하여야 할 것을 표시하는 뜻으로 교차로, 횡단보도등 자동차가 일시정지하여야 할 장소의 2미터 내지 3미터 지점에 설치한다고 되어있으며         같은 706번의 정지선표지는 제차가 정지하여야 할 곳을 표시하는 뜻으로 일시 정지하여야 할 지점에 설치한다고 되어 있다', '위 각 안전표지가 표시하는 뜻 및 설치기준 및 설치장소 등에 비추어 보면 224번과 614번의 일시정지표지는 자동차운전자에게 그 설치장소에서 일시정지의무가 있음을 표시하는 안전표지임이 명백하나 706번의 정지선표시는 그 자체가 일시정지의무 있음을 표시하는 것은 아니고 다만 일시정지를 하여야 할 경우에 정지하여야 할 지점이라는 것을 표시하는 안전표지라고 풀이되므로 자동차운전자가 위 시행규칙706번의 정지선표시만 되어 있는 횡단보도에서 일시 정지함이 없이 자동차를 운행하였다 하더라도 교통사고처리특례법위반           제3조제2항 단서 제1호에서 말하는 "" 일시정지를 내용으로 하는 안전표지가 표시하는 지시에 위반하여 운전한 경우"" 에 해당한다고 볼 수 없을 것이다', '원심이 적법하게 확정한 사실에 의하면 이 사건사고발생지점은         위 도로교통법시행규칙 제3조 제2항 별표 1의 706번에 해당하는 정지선표지만이 설치된 횡단보도인데 피고인이 그곳에서 일시정지 하지 아니한 채 시속 40킬로미터의 속도로 자동차를 운행하다가 횡단보도에서 약 6미터가량 떨어진 차도를 좌측에서 우측으로 무단횡단하던 피해자에게 상해를 입게 하였다는 것이므로 피고인의 소위가         교통사고처리특례법 제3조 제2항 단서 제1호의 "" 일시정지를 내용으로 하는 안전표지가 표시하는 지시에 위반하여 운전한 경우"" 에 해당하지 아니한다고 본원심판단은 정당하고 거기에 소론과 같은 법리오해가 있다 할 수 없다']"
